Variable,U,Rank_Biserial,p,Mean_Group0,SD_Group0,Mean_Group1,SD_Group1,Median_Group0,Median_Group1,N_Group0,N_Group1
O3PSg+R+A,180.5,-0.13636363636363635,0.10499915578343233,0.0,0.0,0.0015008128584984863,0.005281182946514542,0.0,0.0,19,22
O3PPl+R+ASUBES,180.5,-0.13636363636363635,0.10499915578343233,0.0,0.0,0.0010329216762057227,0.002979651865332138,0.0,0.0,19,22
O3PSg+R+I+APREPMS,180.5,-0.13636363636363635,0.10499915578343233,0.0,0.0,0.0006719987076272499,0.0017791116534052352,0.0,0.0,19,22
O3PSg+R-A,264.0,0.26315789473684204,0.11107120149399537,0.0201241460294246,0.03390234909227092,0.010269418040475526,0.019363234324736255,0.0060362173038229,0.0,19,22
O3PPl+R-A,267.5,0.27990430622009566,0.11301099121289034,0.005873799538044541,0.007498749004943008,0.0024973377072696,0.0030906419963242075,0.0040241448692152,0.0010162601626016,19,22
O2PPlSUB,243.5,0.16507177033492826,0.11789877572663147,0.000871592093416958,0.001905746965570397,0.00015101177891875455,0.0007083080277594974,0.0,0.0,19,22
O3PSg+R-APOSS,257.0,0.22966507177033502,0.12242203699279451,0.004066689505397226,0.00826084032919938,0.001811764710277041,0.004681778215338804,0.0,0.0,19,22
O1PSgOBJ,266.0,0.2727272727272727,0.1253671860791086,0.0070888769691812995,0.007022818597903083,0.004362249774508781,0.005641867915804145,0.0041152263374485,0.0,19,22
O3PSg+R+I+ASUBMS,168.0,-0.19617224880382778,0.12593911979144168,0.00031685015017090005,0.001007480451013732,0.001716185351521859,0.0029998652465425433,0.0,0.0,19,22
O3PSg+R+I-AOBJ,264.0,0.26315789473684204,0.12968440281987173,0.004214647807985021,0.0038815915211907804,0.0027802269748939093,0.0044022398941409935,0.0042194092827004,0.0,19,22
O3PPl+R-APOSSPREPMS,231.0,0.10526315789473695,0.1321541775482338,0.0002580979387402158,0.0007830283189212695,0.0,0.0,0.0,0.0,19,22
O3PPl+R-APOSSPREP,231.0,0.10526315789473695,0.1321541775482338,0.0004067747154276947,0.0013560094624543242,0.0,0.0,0.0,0.0,19,22
O3PPl+R+APREPMS,231.0,0.10526315789473695,0.1321541775482338,0.00022116549102803686,0.0006625126139877315,0.0,0.0,0.0,0.0,19,22
O3PPl+R+APREP,231.0,0.10526315789473695,0.1321541775482338,0.00022116549102803686,0.0006625126139877315,0.0,0.0,0.0,0.0,19,22
ESTRUNC-A,251.0,0.200956937799043,0.16423849750707653,0.0017647311987814317,0.0027498754728050587,0.0006958465167460091,0.0017385834388164577,0.0,0.0,19,22
O3PSg+R+I-APREPMS,247.5,0.18421052631578938,0.17022496350792415,0.001104169204097379,0.0017886051631339044,0.0006483410115117682,0.002045560236713408,0.0,0.0,19,22
O2PSgGen,173.0,-0.1722488038277512,0.17979515794731027,0.0017129696620866157,0.006994616974380465,0.004617162821748518,0.009854098177872446,0.0,0.0,19,22
O3PSg+R+I+AOBJES,180.0,-0.13875598086124397,0.1899556841089578,0.00014867677668747894,0.0006480670448320844,0.0008644389547092546,0.0020078062467594276,0.0,0.0,19,22
O1PPlOBJ,190.0,-0.09090909090909094,0.19512404563582553,0.0,0.0,0.0006209285137248773,0.002496256346637934,0.0,0.0,19,22
O2PSgGenPOSS,190.0,-0.09090909090909094,0.19512404563582553,0.0,0.0,0.0009487345704021772,0.0032861418074114582,0.0,0.0,19,22
O3PPl-R-AExpSUBES,190.0,-0.09090909090909094,0.19512404563582553,0.0,0.0,0.00041447079490557274,0.001530202502725995,0.0,0.0,19,22
N2P,190.0,-0.09090909090909094,0.19512404563582553,0.0,0.0,0.00039055689228300906,0.0013764068476881078,0.0,0.0,19,22
O3PSg+R+AOBJ,190.0,-0.09090909090909094,0.19512404563582553,0.0,0.0,0.0004133785576541636,0.0015253203333101422,0.0,0.0,19,22
O3PSg+R+AOBJES,190.0,-0.09090909090909094,0.19512404563582553,0.0,0.0,0.0004133785576541636,0.0015253203333101422,0.0,0.0,19,22
N2PSg,190.0,-0.09090909090909094,0.19512404563582553,0.0,0.0,0.00039055689228300906,0.0013764068476881078,0.0,0.0,19,22
O1PSgPOSSPREP,256.0,0.22488038277511957,0.210059997478228,0.0065051646001821955,0.00629715482188383,0.004283463538460341,0.005733087481697805,0.0062305295950155,0.0021032166843407,19,22
O3PSg+R+I-APREP,250.0,0.19617224880382778,0.21034602090015841,0.0019723413790209577,0.0025452700712547682,0.0013937217027326773,0.002843468196389706,0.0,0.0,19,22
O3PPl+R-APREPES,234.0,0.11961722488038284,0.21352891206494662,0.0004306604926660105,0.0010415793121825625,9.238728750923637e-05,0.00043333478934066055,0.0,0.0,19,22
ESTRUNC+A,172.0,-0.17703349282296654,0.23523950770956648,0.0006874817932704736,0.0014365966864856388,0.001729601288287218,0.002787638657751185,0.0,0.0,19,22
O3PPl+R-ASUBMS,240.0,0.14832535885167464,0.24913275420129355,0.0012793039144938,0.002465295240473869,0.0003950481981183864,0.0010359542743657588,0.0,0.0,19,22
O3PPl,253.0,0.21052631578947367,0.25080898980465316,0.0071071611546452635,0.007042792967239922,0.005051459876553337,0.005692500760451917,0.005813953488372,0.0033912333743346497,19,22
N3PSg+R-ASUBMS,232.0,0.11004784688995217,0.25329786718169567,0.0007439791215642422,0.0022166807420765247,0.00014522218995062272,0.0006811524484204728,0.0,0.0,19,22
O2PSgSUB,175.0,-0.16267942583732053,0.2759728162703713,0.0011040140625118103,0.0025672002038307504,0.0021595486556086046,0.0030798390250893256,0.0,0.0,19,22
O1PSgPREP,247.0,0.18181818181818188,0.30158223989429966,0.003940320771500768,0.0036400776857317095,0.0034711525529794274,0.005369546453351484,0.0040241448692152,0.0,19,22
O2PSg-R-A,220.0,0.05263157894736836,0.304352862781439,0.00010942116205273685,0.0004769557876726679,0.0,0.0,0.0,0.0,19,22
O2PSg-R-AGen,220.0,0.05263157894736836,0.304352862781439,0.00010942116205273685,0.0004769557876726679,0.0,0.0,0.0,0.0,19,22
O3PPl+R-APOSSMS,220.0,0.05263157894736836,0.304352862781439,0.00014867677668747894,0.0006480670448320844,0.0,0.0,0.0,0.0,19,22
O3PSgExp,220.0,0.05263157894736836,0.304352862781439,0.00014867677668747894,0.0006480670448320844,0.0,0.0,0.0,0.0,19,22
O3PPl+R+APOSSMS,220.0,0.05263157894736836,0.304352862781439,0.00010942116205273685,0.0004769557876726679,0.0,0.0,0.0,0.0,19,22
O1PPlPOSSPREP,220.0,0.05263157894736836,0.304352862781439,0.00022207417277370526,0.0009679988770909733,0.0,0.0,0.0,0.0,19,22
O1PPl-R-AGenSUBES,220.0,0.05263157894736836,0.304352862781439,0.00010942116205273685,0.0004769557876726679,0.0,0.0,0.0,0.0,19,22
O2PSg-R,220.0,0.05263157894736836,0.304352862781439,0.00010942116205273685,0.0004769557876726679,0.0,0.0,0.0,0.0,19,22
O2PSg-R-AGenSUB,220.0,0.05263157894736836,0.304352862781439,0.00010942116205273685,0.0004769557876726679,0.0,0.0,0.0,0.0,19,22
O2PSg-R-AGenSUBMS,220.0,0.05263157894736836,0.304352862781439,0.00010942116205273685,0.0004769557876726679,0.0,0.0,0.0,0.0,19,22
O3PSg-R+A,220.0,0.05263157894736836,0.304352862781439,0.0001058985491898737,0.00046160107418623047,0.0,0.0,0.0,0.0,19,22
O3PPl+R-APOSSPREPES,220.0,0.05263157894736836,0.304352862781439,0.00014867677668747894,0.0006480670448320844,0.0,0.0,0.0,0.0,19,22
O3PSg-R+ASUB,220.0,0.05263157894736836,0.304352862781439,0.0001058985491898737,0.00046160107418623047,0.0,0.0,0.0,0.0,19,22
O3PSg-R-AExpPREPES,220.0,0.05263157894736836,0.304352862781439,0.00016396130513198423,0.000714690759721356,0.0,0.0,0.0,0.0,19,22
O3PSg-R-AExpPREP,220.0,0.05263157894736836,0.304352862781439,0.00016396130513198423,0.000714690759721356,0.0,0.0,0.0,0.0,19,22
O3PSg-R+ASUBES,220.0,0.05263157894736836,0.304352862781439,0.0001058985491898737,0.00046160107418623047,0.0,0.0,0.0,0.0,19,22
MSTRUNC,248.5,0.18899521531100483,0.30440302066113334,0.008303507533234795,0.007100158222955961,0.0063759869773599796,0.007180251636530923,0.0076335877862595,0.0053030303030302504,19,22
O3PPl+R,247.5,0.18421052631578938,0.31066651011817314,0.006530080028016758,0.007372978747213319,0.004520737047237159,0.005463581782355991,0.0042462845010615,0.0029269523529164,19,22
O2PSgGenOBJ,190.0,-0.09090909090909094,0.34758355150421627,0.0001058985491898737,0.00046160107418623047,0.0005188811600919,0.0014796438113823438,0.0,0.0,19,22
O1PSgPOSS,245.0,0.1722488038277512,0.352608027880137,0.016057882081556365,0.01042849253430653,0.014248542471459175,0.012985506735435403,0.015267175572519,0.0078200483091787,19,22
O,245.0,0.1722488038277512,0.35334304435551256,0.141034529652743,0.038167532111451206,0.12762623428512096,0.04308978246685515,0.1412429378531073,0.12398720682302765,19,22
O3PSg+R-AOBJ,238.0,0.13875598086124397,0.3540241089423204,0.003796226222000937,0.007487480628337909,0.0021708108346069274,0.0048024498420616395,0.0,0.0,19,22
O3PPl+R-AOBJES,191.0,-0.0861244019138756,0.37426407506441195,0.00017256255392579474,0.0007521827340018273,0.000785554080282509,0.002136719031309172,0.0,0.0,19,22
O3PPl+R+AOBJ,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,9.238728750923637e-05,0.00043333478934066055,0.0,0.0,19,22
O3PPl+R+AOBJES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,9.238728750923637e-05,0.00043333478934066055,0.0,0.0,19,22
N2PSgGenSUB,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002754820936639091,0.0012921255536703534,0.0,0.0,19,22
N2PSgSUB,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0001150747986191,0.0005397486490015342,0.0,0.0,19,22
O3PSg+R+I+AOBJMS,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00015101177891875455,0.0007083080277594974,0.0,0.0,19,22
N3PSg+R+ASUBES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PSg-R-AExp,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PSg-R-AExpSUB,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PSg-R-AExpSUBES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
O3PPl+R+APOSSES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PPl,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00033178500331785,0.0015562096084351122,0.0,0.0,19,22
O3PSg+R+APOSSES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00030102347983142273,0.0014119252738781958,0.0,0.0,19,22
O3PSg+R+APOSS,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00030102347983142273,0.0014119252738781958,0.0,0.0,19,22
O3PPl+R-APOSSES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00020661157024793182,0.0009690941652527648,0.0,0.0,19,22
O3PPl+R+APOSSPREPES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PSg+R+I+A,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00015728216420257725,0.0007377187417149049,0.0,0.0,19,22
N3PSg+R+I,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00015728216420257725,0.0007377187417149049,0.0,0.0,19,22
CSTRUNC+A,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00015728216420257725,0.0007377187417149049,0.0,0.0,19,22
CSTRUNC,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00015728216420257725,0.0007377187417149049,0.0,0.0,19,22
O3PSg+R+ASUBES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0003145643284051545,0.0014754374834298099,0.0,0.0,19,22
O3PSg+R+ASUBMS,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0004718464926077364,0.0022131562251447357,0.0,0.0,19,22
O3PSg+R+ASUB,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0007864108210128954,0.003688593708574567,0.0,0.0,19,22
N3PPl+R-ASUBES,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00033178500331785,0.0015562096084351122,0.0,0.0,19,22
N3PPl+R-ASUB,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00033178500331785,0.0015562096084351122,0.0,0.0,19,22
N3PPl+R-A,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00033178500331785,0.0015562096084351122,0.0,0.0,19,22
N3PPl+R,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00033178500331785,0.0015562096084351122,0.0,0.0,19,22
O3PPl+R+APOSSPREP,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PSg-R-A,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PSg-R,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002642706131078182,0.00123953904857911,0.0,0.0,19,22
N3PSg+R+I+ASUBMS,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00015728216420257725,0.0007377187417149049,0.0,0.0,19,22
N3PSg+R+I+ASUB,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00015728216420257725,0.0007377187417149049,0.0,0.0,19,22
N2PSgGen,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.0002754820936639091,0.0012921255536703534,0.0,0.0,19,22
O1PPl-R-AGenSUBMS,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00027716186252771364,0.0013000043680220026,0.0,0.0,19,22
O2PSgGenPOSSPREP,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,0.00018477457501847727,0.0008666695786813424,0.0,0.0,19,22
O2PSgGenPREP,199.5,-0.045454545454545414,0.3786379026593537,0.0,0.0,9.238728750923637e-05,0.00043333478934066055,0.0,0.0,19,22
O3PSg+R+I-APREPES,232.0,0.11004784688995217,0.3951852269995303,0.0008681721749235738,0.0016020522559630384,0.0007453806912209091,0.0020713728678166364,0.0,0.0,19,22
O3PSg+R-APREP,232.0,0.11004784688995217,0.3952282264655307,0.0011966704689048105,0.002376280714203266,0.0009157297005557455,0.002524663004136034,0.0,0.0,19,22
O3PSg+R+I-ASUBMS,238.5,0.1411483253588517,0.3965145390692021,0.003379079259128058,0.004650697609436716,0.0032244497963056363,0.006005633089822293,0.0019960079840319,0.0,19,22
O3PSg+R+I-ASUBES,180.0,-0.13875598086124397,0.40470701815235344,0.0016203061361982,0.0026936440835971928,0.003556235107796982,0.005433001548238987,0.0,0.0,19,22
O3PSg+R+I,178.0,-0.14832535885167464,0.42479332062216124,0.01165190150919068,0.00835300582682026,0.015577886680096499,0.012862473209626007,0.0088495575221238,0.012282658777311599,19,22
O1PPlPOSS,193.0,-0.07655502392344493,0.4312994513091172,0.00022207417277370526,0.0009679988770909733,0.00044507156358820004,0.0011707373323327727,0.0,0.0,19,22
O3PPl+R+ASUB,190.0,-0.09090909090909094,0.4314930413191067,0.0003256938368914316,0.0010278574121025219,0.0014024708262426772,0.0033291148038655815,0.0,0.0,19,22
O1PPlSUB,233.0,0.1148325358851674,0.4447400382886685,0.0015578918251371475,0.002993461829339762,0.0012422349320631637,0.002788985754716433,0.0,0.0,19,22
O3PSg+R-AOBJMS,228.5,0.09330143540669855,0.44867080186991515,0.0022962677920912843,0.005001932694556115,0.0008031498429250546,0.0023650981863926686,0.0,0.0,19,22
O3PPl-R-AExpSUBMS,222.5,0.06459330143540676,0.4516619711243294,0.0005770811266285053,0.0017876237301141604,0.0001162520344106,0.0005452703743110141,0.0,0.0,19,22
O3PSg-R-A,236.5,0.13157894736842102,0.47133026741155004,0.0065705514624510575,0.006471353951196666,0.005023290154417164,0.005758662504811848,0.0042194092827004,0.0051191411364231,19,22
O3PSg-R,236.5,0.13157894736842102,0.47133026741155004,0.006676450011640937,0.006717203510088759,0.005023290154417164,0.005758662504811848,0.0042194092827004,0.0051191411364231,19,22
O3PSg+R+I-ASUB,182.0,-0.1291866028708134,0.4722163402944751,0.004999385395326264,0.006992937362815283,0.006780684904102627,0.00907089414348428,0.002079002079002,0.0062911725955203494,19,22
O2PSgPREP,192.0,-0.08133971291866027,0.4829303849089007,0.00033149533482644214,0.0010550874201856121,0.0010797230619762907,0.0028304330895907977,0.0,0.0,19,22
O3PPl+R+A,190.0,-0.09090909090909094,0.48453194210524064,0.0006562804899722158,0.0015574392904620098,0.0020233993399675545,0.004130794533762029,0.0,0.0,19,22
O3PPl+R-APOSS,221.5,0.05980861244019131,0.4872112207943833,0.000555451492115179,0.0019759483205523194,0.00020661157024793182,0.0009690941652527648,0.0,0.0,19,22
N3PSg+R-ASUB,224.0,0.0717703349282297,0.5048663103939349,0.0011078186567078368,0.0027186591166808534,0.0005622363684326909,0.002040318551863829,0.0,0.0,19,22
N3PSg+R-A,224.0,0.0717703349282297,0.5048663103939349,0.0011078186567078368,0.0027186591166808534,0.0005622363684326909,0.002040318551863829,0.0,0.0,19,22
O3PSg+R+I-AOBJMS,191.0,-0.0861244019138756,0.508454165651402,0.0006690402194095789,0.0020300833831921796,0.001224040211553359,0.002614311041220715,0.0,0.0,19,22
O3PPl+R+ASUBMS,220.5,0.055023923444976086,0.524219109109292,0.0003256938368914316,0.0010278574121025219,0.00036954915003695454,0.0017333391573626847,0.0,0.0,19,22
N3PSg+R-ASUBES,220.5,0.055023923444976086,0.524219109109292,0.00036383953514358415,0.0011211808813263065,0.00041701417848206816,0.0019559698748221146,0.0,0.0,19,22
TRUNC+A,186.0,-0.11004784688995217,0.5315556652392596,0.0027291616648587418,0.003212820730429494,0.004764088480822814,0.005923948870148461,0.0026666666666666,0.0012787723785166,19,22
TRUNC,233.0,0.1148325358851674,0.5359754158003229,0.010755720525286732,0.008031370319821384,0.008958716946595814,0.008587398176256655,0.0121951219512195,0.00785671282360015,19,22
O2PPl,224.5,0.07416267942583743,0.5497523892971867,0.0014644172156518473,0.003378267392992311,0.0009889364804798136,0.003109768781693586,0.0,0.0,19,22
ES,232.0,0.11004784688995217,0.5563659379892532,0.08920538029971885,0.021741516478719563,0.08481964528981872,0.026347277853349615,0.0905349794238683,0.086038961038961,19,22
O3P,232.0,0.11004784688995217,0.5563659379892532,0.045708335481589056,0.03603901007115903,0.03742286761004107,0.0268869115563394,0.0360655737704918,0.03234576507493895,19,22
MSTRUNC+A,188.5,-0.09808612440191389,0.5696213705804969,0.0020416798715882575,0.002913985433034081,0.0028772050283330046,0.0037262195705691616,0.0,0.0,19,22
O3PSg-R-AExpSUBMS,229.5,0.09808612440191378,0.5696412478617993,0.0035365965065229793,0.004689978755155948,0.002484123317663418,0.003319496596763208,0.0021231422505307,0.0,19,22
O3PSg+R+I-A,231.0,0.10526315789473695,0.5730916052302579,0.011186374582332284,0.008342723561164863,0.010954633581729252,0.011484879645586848,0.0088495575221238,0.0072210636079248994,19,22
MS,187.0,-0.10526315789473684,0.5740121351003171,0.08243918540424591,0.012190388830784602,0.08471311671877668,0.01453653971887471,0.079002079002079,0.08377192982456136,19,22
O3PSg+R-APREPES,223.5,0.06937799043062198,0.5766697274616295,0.0010563195917118317,0.002363350293455432,0.0005940433316887136,0.0015508459496196233,0.0,0.0,19,22
O3PSg+R-APOSSMS,221.0,0.05741626794258381,0.5968865658516582,0.0007477499013534686,0.002144285014723802,0.0006784580628556682,0.0023733818544666202,0.0,0.0,19,22
O3PPl+R-AOBJ,221.5,0.05980861244019131,0.6322908412278503,0.000709406589239079,0.0014334531408100781,0.000785554080282509,0.002136719031309172,0.0,0.0,19,22
O1P,227.0,0.0861244019138756,0.6472786175155295,0.08891646274405098,0.03152396125705092,0.07889945155656472,0.038123192370186604,0.0826666666666666,0.09780999518198935,19,22
O2PSgPOSSPREP,201.0,-0.038277511961722466,0.6641290434566952,0.00022207417277370526,0.0009679988770909733,0.0004602566686823864,0.0015212010431586475,0.0,0.0,19,22
O3PSg+R-APREPMS,201.0,-0.038277511961722466,0.6641290434566952,0.00014035087719297895,0.0006117752903214828,0.0003216863688670318,0.0010865800362089282,0.0,0.0,19,22
O1PSg,226.0,0.08133971291866038,0.6661908079671156,0.08687839880739988,0.032148440653006996,0.0761065925985324,0.03943005787169487,0.08,0.08809803049298334,19,22
O3PSg+R-AOBJES,221.5,0.05980861244019131,0.6875336012829509,0.0014999584299096368,0.002841333739808218,0.0013676609916818728,0.002806007677092193,0.0,0.0,19,22
O1PPlPREP,202.0,-0.03349282296650713,0.7066763517757724,0.00014867677668747894,0.0006480670448320844,0.00020746208612833634,0.000675893651276936,0.0,0.0,19,22
O1PPl,221.0,0.05741626794258381,0.7157482647409301,0.0020380639366510737,0.0034865156538941714,0.0027928589580323,0.005989989641864931,0.0,0.0,19,22
N,195.0,-0.06698564593301437,0.7159398077265222,0.0051897533255692,0.0059180115247174855,0.008045150910352251,0.013694247399054681,0.0027548209366391,0.00428764856326155,19,22
O1PSgSUB,220.5,0.055023923444976086,0.773643071805374,0.059679574656185994,0.027194336403756816,0.054024647799584956,0.030811558740978986,0.056,0.06372180451127815,19,22
O3PSg+R-ASUBES,217.0,0.038277511961722466,0.7768768122859073,0.0042341985051747,0.01000407683720737,0.0026286687712101316,0.006449072967280395,0.0,0.0,19,22
O3PSg-R-AExp,220.0,0.05263157894736836,0.7783525950961214,0.005663110446117121,0.006089479270325317,0.005023290154417164,0.005758662504811848,0.0040650406504065,0.0051191411364231,19,22
O3PSg-R-AExpSUB,220.0,0.05263157894736836,0.7783525950961214,0.004760188999557748,0.005155419225379853,0.004144644619967678,0.00470890284140228,0.0040650406504065,0.0031176746366619497,19,22
O3PSg+R,199.0,-0.04784688995215314,0.8036795284617605,0.03177604753861531,0.033924466166242805,0.02734811757907053,0.0240105844751048,0.0225806451612903,0.02640292784942485,19,22
N3PSg+R,216.0,0.03349282296650724,0.805987330213294,0.0015735848420827738,0.00322856492805172,0.003097954050605668,0.011197733168331937,0.0,0.0,19,22
N3PSg,216.0,0.03349282296650724,0.805987330213294,0.0016853291710580793,0.00343398343346322,0.003362224663713491,0.01241706517709147,0.0,0.0,19,22
O3PPl+R-APREP,215.0,0.028708133971291794,0.8150892108452792,0.0006887584314062316,0.0016823384791023225,0.0005321374108036591,0.001623210096989125,0.0,0.0,19,22
O3PPl-R,203.5,-0.02631578947368418,0.8181312742771629,0.0005770811266285053,0.0017876237301141604,0.0005307228293161728,0.0015930739060449166,0.0,0.0,19,22
O3PPl-R-AExpSUB,203.5,-0.02631578947368418,0.8181312742771629,0.0005770811266285053,0.0017876237301141604,0.0005307228293161728,0.0015930739060449166,0.0,0.0,19,22
O3PPl-R-AExp,203.5,-0.02631578947368418,0.8181312742771629,0.0005770811266285053,0.0017876237301141604,0.0005307228293161728,0.0015930739060449166,0.0,0.0,19,22
O3PPl-R-A,203.5,-0.02631578947368418,0.8181312742771629,0.0005770811266285053,0.0017876237301141604,0.0005307228293161728,0.0015930739060449166,0.0,0.0,19,22
N1PSg,202.0,-0.03349282296650713,0.8514691602925135,0.003504424154511116,0.005697728555647157,0.00396058435103789,0.005246252764265576,0.0,0.0,19,22
N1PSgSUB,202.0,-0.03349282296650713,0.8514691602925135,0.003504424154511116,0.005697728555647157,0.00396058435103789,0.005246252764265576,0.0,0.0,19,22
N1P,202.0,-0.03349282296650713,0.8514691602925135,0.003504424154511116,0.005697728555647157,0.00396058435103789,0.005246252764265576,0.0,0.0,19,22
O2PSgPOSS,204.5,-0.021531100478468845,0.8540453608711246,0.0016874139899734316,0.005652505940261157,0.0012109577172660228,0.0032483698336694196,0.0,0.0,19,22
